Period (P),Semi-amplitude (K),Phase offset (f0),Systemic velocity (v0),Minimum Chi-squared,planet_mass (M_{odot}),DoF,chi2_lim
4.233000000000014,56.6,0.28,8,81.50522781170017,0.46833689335525774,78,99.61692732428385
